".recordid", ".record_timestamp", ".fields.extractiondatetime", ".fields.zipcode", ".fields.municipality"
"9944fba9d501db43470ec67a515885f19fb7f33e","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-137","Vila do Conde"
"7442b968fe22b6e9d06e52718516ddae43c5b3c2","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-611","Vila do Conde"
"dd09429d5a1dae1b9d139e6340a9a8ad913f07a6","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-676","Vila do Conde"
"f524e7f9111e18a3ee98250b636cc695325922f9","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-700","Vila do Conde"
"a772f4d21ef5ec4584c6cae3f4e47fc441d1e501","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-717","Vila do Conde"
"7d2dbe949a5627e8870af0b12f4f70b6f7d1337e","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-729","Vila do Conde"
"e549e82ffda02afc2db86a01feb651dcdb82d19f","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4485-238","Vila do Conde"
"6af306dd87c621ec003ba54ef000877d4873e905","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4485-262","Vila do Conde"
"048b234a99817a67b7a52b3d02e0835301d3a774","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4745-069","Vila do Conde"
"45a8bac6958377069b804c3c429a5844d9e4bcfd","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-680","Vila do Conde"
"1abaaba1c2d5938c3dd20807c63f2f3dd5eba710","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-694","Vila do Conde"
"0b5ba37586be19a321ef4518e95af7fdf74645ea","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-699","Vila do Conde"
"1678ce6858fc20163d2bd2e8b68537412c9bf5eb","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-703","Vila do Conde"
"cdcb7309fa1b95f3d6fd2a67120bdc5ba925d0bb","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-709","Vila do Conde"
"70c512df6b587f6f64485ff0a628dc98535affdb","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-712","Vila do Conde"
"b182b206ace886656c47b55d3dc895cc650eb59a","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-715","Vila do Conde"
"9bb4aa0a08f4a44d035bd10fcb081baef52051ab","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-716","Vila do Conde"
"c2c640508f7f4d03efa01288a5391f6bd6d2b2e2","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-730","Vila do Conde"
"50bfffd8292ba8e9c12b06537e1a51e1ef9fa068","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4485-247","Vila do Conde"
"8eb70c3aadfe5056fb25f5df30e898c8ecf284e5","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4485-255","Vila do Conde"
"c015b34ef7b57c66e6381af8f0861107bcbcb058","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4745-058","Vila do Conde"
"be11e338f21f5c04bcc52cafe95d38bca55a28ef","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-178","Vila do Conde"
"90384e52964a3c39f7ced4f0619e1486e73bf99e","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-041","Vila do Conde"
"5c2737877ebb4ec3a3bac9f87c99611a614f55c3","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-693","Vila do Conde"
"dafb1b8f02c1fe4dd8d024fa26ee3a55cb8192e8","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-710","Vila do Conde"
"cb51117b6f673e038ea45455c4e9358bc0e14a5a","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-722","Vila do Conde"
"9923b55452bbd53ee65ab5420f6b263a571081fd","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4475-724","Vila do Conde"
"6b834ba0236c8590fc8197044e41123c51c4dd61","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4485-253","Vila do Conde"
"ea3fa15120d6ab8feab720e17d01889d9c363b2c","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4485-291","Vila do Conde"
"32f8636bb138fba90a8004add16792b134d65fb1","2022-11-22T23:30:01.198Z","2022-11-22T23:23:00+00:00","4745-065","Vila do Conde"
"5ce4b49a966c1a2f1f085c5cb3bb72ad9e9bbb18","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","5140-132","Alijó"
"f1925f30d214083656a1a073e39d613b0e496369","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","5140-133","Alijó"
"6511525bb231a3be812442dc28f80aec07bbbab2","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","5140-136","Alijó"
"da7d506efa7990f5ac1cb5503924b7bc9de26647","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","5140-154","Alijó"
"24db9223ad2645b456a7f955345318e4c79afa47","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4100-481","Porto"
"d2a78481c935e0b40dad6f9828ea1855789b7369","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4150-477","Porto"
"04af0c0ee8200312e707b6329ec10fa5d1eadffd","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-041","Vila do Conde"
"173c68093b0c732ccaa4309390d854fed25d5bd3","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-137","Vila do Conde"
"526105191f47b3959dc7c6ec5223ea263f286ac3","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-178","Vila do Conde"
"877eeb27abfe255d774359cdd8cb0740071361ff","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-676","Vila do Conde"
"96e1c78768eaf6136539f4d3c46f3e506a810847","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-694","Vila do Conde"
"b891f85a2ff26bcd91d0eb0fa222aad51587280b","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-699","Vila do Conde"
"0faf339a8c9018d9a81cbf0d79f7e97b1d5bd03b","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-716","Vila do Conde"
"1eb226f38f7eee604649173cf2fdc2ba54755f98","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-722","Vila do Conde"
"ee20344be82b8ca91132f158a83d43fe4898fb28","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-724","Vila do Conde"
"44611789e6f40d4198083518dde795ad1947c73b","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4485-247","Vila do Conde"
"29e22b7d3059d87bdba25cae85f5380184f4c46a","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4485-255","Vila do Conde"
"23805565c52a54656a36614684b638e9212b9286","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4485-291","Vila do Conde"
"9370bd4de971ede8d3cf5f5f96099f9c91e38235","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4745-058","Vila do Conde"
"56450c2e62e2a98df33f28332497679130b4e6a0","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","5140-151","Alijó"
"8fd53ad7f3f6e954b65cdc956452e67aa23c42d8","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","5140-152","Alijó"
"f1b2c994f5641dad233c2b79c0fbbee47a7c914d","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","5140-182","Alijó"
"ea0dfc60434f682387f3a03841f009d9470f45c9","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","5140-224","Alijó"
"c9808508d5a4bb77bb5c4a64098396dd2b36cfe9","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4100-221","Porto"
"640d05bea1a573ba17b25348665a60829ef4dedf","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4100-323","Porto"
"1c6777e195536f68a09593a0d3917e9e0f143d12","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4150-088","Porto"
"6275a1be9ca37f58ae82ec7a78a89214244e7c13","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4150-620","Porto"
"c6b11997f10a912cb60af3fb440e80fa3c86a8c8","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-680","Vila do Conde"
"8be53b2305f4ff965e5a49d28e9766caea7531d0","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-703","Vila do Conde"
"4e3230a8ff8872f2b042d0d9d1b045ec3446e192","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-710","Vila do Conde"
"86feb6bd64571df21439ffe6c6d7fe19b4eccf13","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-715","Vila do Conde"
"08d7671aeab625f814894a3ee658a0c9f10f15ca","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4485-253","Vila do Conde"
"84cea75b18ecbff3540f3dd239640e8dc36ae906","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4745-065","Vila do Conde"
"41c0e0858b4bbb0804c4463075b014a438f1379c","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","5140-131","Alijó"
"e171520f64d068f057befc24e247935cec5d0cb4","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","5140-153","Alijó"
"4b3bd6002fbe2555c1564b55e861fdd1020d5bd6","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","5140-181","Alijó"
"41692d90f75ec245595dcb0627472f3cdd3cf480","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","5140-184","Alijó"
"362ab574f94def05e7d1bd3c8ecf624643e426db","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4100-141","Porto"
"e6f30d31bb5d7a7d5f5301daec0dec2a1bba592b","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-611","Vila do Conde"
"dac1f0d5cccec045109117088496cab9deed75a2","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-693","Vila do Conde"
"6d249a3d88e4e17dbe135cd1312947c813e6a915","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-700","Vila do Conde"
"304806896c1f55e61e569a7e3c368fd63a4eb7a2","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-709","Vila do Conde"
"521024ad097c75526ef1ca0c127aa866389c3176","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-712","Vila do Conde"
"e6cbb45e02ea7f840396d1faec0930d2c5bf2f5c","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-717","Vila do Conde"
"9cda2c3e9db9729df4df24ca0b7edb1d02f6c228","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-729","Vila do Conde"
"0dac1230cb8fb422a6fdcadd861128be9d8a67a5","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4475-730","Vila do Conde"
"df5765197402ba6418c7c3dd317ef6c9ae889cf1","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4485-238","Vila do Conde"
"3be3c114f53dcd1b95e18ed9da8b329fb74ce6b3","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4485-262","Vila do Conde"
"82e9d76f0f5c862497e2f6b9bdcac5acb5242b55","2022-11-22T23:45:00.934Z","2022-11-22T23:38:00+00:00","4745-069","Vila do Conde"
"73ed1a574fd87910b9545ee2c918a516e8718a20","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4830-067","Póvoa de Lanhoso"
"80896edfd0ef9a5f126dd3c07b3b92fb2e8f5b68","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4830-212","Póvoa de Lanhoso"
"249119bdf386dc00019a6819285f109b4f48e273","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4830-213","Póvoa de Lanhoso"
"97f725c933b31f07333dc635b1415c0cfcc07c40","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4830-621","Póvoa de Lanhoso"
"ce4fb252c63728aac650ebf5833a434986a73a83","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4830-625","Póvoa de Lanhoso"
"e52c34fc1d6d937e26b37772216ccc8ba20843f6","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4830-626","Póvoa de Lanhoso"
"71143fba9b45f54b201a82e2c64f577fc4101369","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4905-533","Viana do Castelo"
"7a626b227c61f994633534f42f8a11b2d02d5545","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5070-312","Vila Pouca de Aguiar"
"94850f6e925b68c359b4a37bb3208896af92f6e9","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5070-314","Vila Pouca de Aguiar"
"c5af1adf240f4ad11154c37ef092ea3beb5dac47","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5070-533","Vila Pouca de Aguiar"
"a53194d8c0a424def8c376774f3f2378f9ae6ed8","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5070-552","Vila Pouca de Aguiar"
"ff31534df262b2d54da64274dd3d30b7bf4679d5","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5090-032","Vila Pouca de Aguiar"
"3221c86a5d5402baca51aa397a0f6ef27b008627","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5090-051","Vila Pouca de Aguiar"
"bbcf55beb46fe696594464dbc53f572a52fbd021","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-027","Vila Pouca de Aguiar"
"4d9834332910ca54638e8ec534e9f78dcb212f90","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-135","Vila Pouca de Aguiar"
"1274d8facfe808231958ca17640a095983cbe680","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-166","Vila Pouca de Aguiar"
"2e51e87a70b54ed07465d5edc9a75e08cf3615aa","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-167","Vila Pouca de Aguiar"
"333c61bbffa6cbb286896029ae69cc7ebefe2f48","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4745-058","Vila do Conde"
"e8737997f1253811f793b58f349926a93486b2c3","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4745-069","Vila do Conde"
"af4ea475cefe5942e2ad9bd5cbbbee9d46ed7eee","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-041","Vila do Conde"
"f3cb367d76378490ec8e3e38b204b58786a9e38b","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-680","Vila do Conde"
"980a81157637f9ffd4217bcdb7d99117fc670893","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-693","Vila do Conde"
"70716a32f071b1c9362f0afb7bff4e5716c87728","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-703","Vila do Conde"
"05c35727b006150316951e5ee94a273fbd98d451","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-710","Vila do Conde"
"4f87c6474d7f4e150aeb488e5158ecc8aa31eb13","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-712","Vila do Conde"
"918c1e29c4a784867a1b72f762c2f47f2a03989a","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-716","Vila do Conde"
"e97dfdbcab2c45b0c3853d8275a881034284bd79","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-722","Vila do Conde"
"531a8dc9bee51613a8e17e4b3ee940af4c23ee9a","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-729","Vila do Conde"
"0c6e10b3e29610c5bf33f144cfeae29b1237627b","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-730","Vila do Conde"
"1b385fabd9a331a6d7c3b5274fb22ad90a46fc07","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4485-247","Vila do Conde"
"8e89e4c01ac5152639b47efcaf507acbc4549754","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4485-255","Vila do Conde"
"67b3e2e35728a40ed63d0638c9b06e849322b294","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4830-065","Póvoa de Lanhoso"
"271a0628280da686c4b340d4538c7fbbc949714c","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4830-082","Póvoa de Lanhoso"
"1b8ea8014204b1e1a6d2947b0a0776ed820dda87","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4830-215","Póvoa de Lanhoso"
"923f36bde859db0be692682b2364a87f0568cb08","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4905-256","Viana do Castelo"
"5fcafcffd70ad86909fd4f08e4d51e4eafb5f7fd","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4905-516","Viana do Castelo"
"9e494798cb24ff46d18d7e75e5f4665f5c8a4e12","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4905-537","Viana do Castelo"
"641ff7c1131c45ebea18cf7506f88efce6ecc20c","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4905-546","Viana do Castelo"
"4db7e02ba419d340816bb0cf1922bf586e10f950","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5070-304","Vila Pouca de Aguiar"
"896209e5930f8ba3e5a4258cbb558948a65f6382","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5070-313","Vila Pouca de Aguiar"
"41641b48c49b10a4de056974d359af7fdb22a586","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5070-321","Vila Pouca de Aguiar"
"a2b02fab8d35af22a489dfacf0ee54b09e96f89d","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5070-322","Vila Pouca de Aguiar"
"adef6f8c956e24feb5ea80526ce1f4b3bfc2d358","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5070-532","Vila Pouca de Aguiar"
"e5d36caaf9391dfd65d10ea9d81b082acbf1ade3","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5090-031","Vila Pouca de Aguiar"
"333c61b23afade131988e891cbbd34a833e222d6","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5090-052","Vila Pouca de Aguiar"
"74f122ad3199898745af76376898fcc1ac22e360","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5090-232","Vila Pouca de Aguiar"
"ef2a4c535ce1c12d832df02f0e66fa7e30145e9a","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-007","Vila Pouca de Aguiar"
"3c8ce0af4af6fd409e78890696dfb659e1bca201","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-036","Vila Pouca de Aguiar"
"d54cb467e09f0f078bb89adee170cf1ddc64fcbc","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-045","Vila Pouca de Aguiar"
"cec4687cd8342411b7d8b0a4bee93b9b86865c91","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-120","Vila Pouca de Aguiar"
"c3a997a6d9e0349ccf4391906c7b020c79d8b2ba","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-122","Vila Pouca de Aguiar"
"ae19bbc8a4f5f926acb2ee15e646289ca3e75414","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-168","Vila Pouca de Aguiar"
"90f1f2b43dadad11e8117e2edd5554dca320b456","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-290","Vila Pouca de Aguiar"
"72f3492872e1b3cb0fe82535e6c8cbc6572b5ce6","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-291","Vila Pouca de Aguiar"
"7215733501ab946562b19e5a96d35247003738e1","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-292","Vila Pouca de Aguiar"
"f448e363bbbeb46111fe1c07696e55ed630f0d8a","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-293","Vila Pouca de Aguiar"
"5f80f923daeabd19aa706aa6ebe7e9925ff6dec6","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-294","Vila Pouca de Aguiar"
"417549742c2e08f35e41fda66600aa6f4ec81e9d","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-296","Vila Pouca de Aguiar"
"c0f768c21a7c4d2af7326ed355de4f9b157cf9cc","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4745-065","Vila do Conde"
"f6b5d1d521dadd1d660fa9b2e6a62f106a4c8dea","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-699","Vila do Conde"
"026c6810d8fafaed2e45c51c8428767352039d97","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-709","Vila do Conde"
"1d5f5998fb57e4ac9113edc3ba8165edcd607dcb","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-715","Vila do Conde"
"1d1a3368a7802c2014048c30013972f9f9361ac2","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-717","Vila do Conde"
"e1caff2764a580dd029615963e108d2250cd975b","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4485-253","Vila do Conde"
"c0650d31b2310894306f8002864e4876d46f38b1","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4485-262","Vila do Conde"
"ea194a8c5b30e7f712fb1f6fcb272e92736b310b","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4485-291","Vila do Conde"
"a461d7d1e988b2cf84df1b26d35c29cb962d6968","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4830-216","Póvoa de Lanhoso"
"304e683baec7bcf043f58140e37cd253e1748e3a","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4830-217","Póvoa de Lanhoso"
"90467cf02bb6bdc61961b15a1cbe23bfecf6d674","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4830-218","Póvoa de Lanhoso"
"bbd6e97566ae90befa841e71f4b8546bfe9ad69d","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4830-622","Póvoa de Lanhoso"
"67ccde6243841bc0922af60a6aa6f5c6b9dc71ed","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4830-628","Póvoa de Lanhoso"
"5ca95bc2dc90ecae75adf383ff3b22b2a144b0a1","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4830-629","Póvoa de Lanhoso"
"a6a045f1bd69379981fbfbbc61e836e0dbda52e0","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4905-261","Viana do Castelo"
"0cd380b2c4b38e3a26d02d5346ea1e4bdc2ae3ee","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4905-542","Viana do Castelo"
"2d51fb77cee9f61cca7bb8f2297184dfcf366ce4","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4905-622","Viana do Castelo"
"58d793480f9eff7b955cf9fa061d810bf9f31799","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4905-628","Viana do Castelo"
"7d1c6278e13508d682aaeefc73423a7f78524594","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5070-311","Vila Pouca de Aguiar"
"d9a253fa5d4eb7d92097d9ecd80ba2495098a545","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5070-534","Vila Pouca de Aguiar"
"88ee900b204bb8d2bce6b960c6aa9ecc5935d7da","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5070-573","Vila Pouca de Aguiar"
"a8ab82cd5b2b52662fd8a7a6808cc109ca32e3bb","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5090-053","Vila Pouca de Aguiar"
"788b4f77ef7fde8f6613bb8c00fd74a9cff77be8","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5090-105","Vila Pouca de Aguiar"
"9fc49577be512965c817c9d9483d291102c17591","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5090-231","Vila Pouca de Aguiar"
"686a150114ee5328608122842f3ed645d26d1724","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-004","Vila Pouca de Aguiar"
"ad28392122d717728d613b00420af861d2a3a402","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-080","Vila Pouca de Aguiar"
"77e60ad05f0c1a42043022ab3913ced95a6663d1","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-121","Vila Pouca de Aguiar"
"843af913b213200de907687c74ccc2d92f0e46b9","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-123","Vila Pouca de Aguiar"
"10c3a4a985e28a99455ea0607f1b955d0cc098d6","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-297","Vila Pouca de Aguiar"
"de9ee7a315524f8c2652e6e5260dbdc8c1e682b8","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-298","Vila Pouca de Aguiar"
"53f70592bff2021ac6d729052182b5c78b24bac3","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-341","Vila Pouca de Aguiar"
"8ef5fc5e971b10454db34e41a8b96d9f31f8d69a","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","5450-344","Vila Pouca de Aguiar"
"d9f4a032e0759dc441e1f65d9c81837940620000","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-137","Vila do Conde"
"25295b020efc47f52c7bf6e6165e7fc4a7842dd2","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-178","Vila do Conde"
"7a991c6a7adb348c61f39c5b914b756e576e372c","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-611","Vila do Conde"
"7923bd7857abb6334973bf30c2df347a5aae78e2","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-676","Vila do Conde"
"bbc162c9405e2070f4f73538705ad0236d6357c4","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-694","Vila do Conde"
"cd3b41c344ba5ba5dc7d0d3051f6e34a08f14621","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-700","Vila do Conde"
"41667b61a72430194fd097bc7c251b7e4ffbcc42","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4475-724","Vila do Conde"
"bc771923c31b7ee2520b1cb5f95a55ae2bb2192f","2022-11-23T01:45:04.455Z","2022-11-23T01:38:00+00:00","4485-238","Vila do Conde"
"8b90d15067d6333837615e5f25d14f4349453dbb","2022-11-23T03:00:44.727Z","2022-11-23T02:53:00+00:00","4830-067","Póvoa de Lanhoso"
